qid	label	description	description_lang	instance_qids	instance_labels	inception	dissolved	active_span	active_centuries	has_coord	coord	has_geoshape	geoshape	wikipedia_url	wikipedia_lang	cliopatria_match	cliopatria_name	cliopatria_n_periods	cliopatria_match_via
Q18450904	Hesse-Hanau	territory in the Holy Roman Empire	en	Q3024240	historical country	1760-01-01T00:00:00Z	1821-01-01T00:00:00Z	(1760-1821)	18th-19th	False		False		https://en.wikipedia.org/wiki/Hesse-Hanau	en	False			
Q184536	Mali Empire	empire in West Africa from c.1230 to 1670	en	Q3024240	historical country	1235-01-01T00:00:00Z	1670-01-01T00:00:00Z	(1235-1670)	13th-17th	False		False		https://en.wikipedia.org/wiki/Mali_Empire	en	True	Mali Empire	9	wikidata
Q184864	Megara	city in western Attica, Greece	en	Q515	city					True	Point(23.3423 37.9949)	False		https://en.wikipedia.org/wiki/Megara	en	False			
Q185047	Spring and Autumn period	period in Chinese history from approximately 770 to 476 BCE	en	Q11514315	historical period					False		False		https://en.wikipedia.org/wiki/Spring_and_Autumn_period	en	True	(Spring and Autumn States)	3	wikidata
Q185063	Warring States period	period in Chinese history from approximately 475 to 221 BCE	en	Q11514315	historical period					False		False		https://en.wikipedia.org/wiki/Warring_States_period	en	True	(Warring States China)	19	wikidata
Q185068	Urartu	Iron Age kingdom located in a large region around Lake Van	en	Q28171280|Q3024240	ancient civilization|historical country	-0860-01-01T00:00:00Z	-0589-01-01T00:00:00Z	(-860--589)	9th BCE-6th BCE	True	Point(43.3425 38.5)	False		https://en.wikipedia.org/wiki/Urartu	en	True	Kingdom of Urartu	4	wikidata
Q185072	Courland	historical and cultural region of Latvia	en	Q1620908	historical region					True	Point(22.0 57.0)	False		https://en.wikipedia.org/wiki/Courland	en	False			
Q185103	Roman Britain	Britain under Roman rule (43 AD - c.410 AD)	en	Q182547	Roman province	0043-01-01T00:00:00Z	0409-01-01T00:00:00Z	(43-409)	1st-5th	True	Point(-0.57 52.22)	False		https://en.wikipedia.org/wiki/Roman_Britain	en	False			
Q185157	Tétouan	Moroccan city located in the Western Rif	en	Q3327862|Q515	city|urban commune of Morocco					True	Point(-5.366666666 35.566666666)	False		https://en.wikipedia.org/wiki/T%C3%A9touan	en	False			
Q1852345	Trucial States	British protectorate 1820–1971 in Persian Gulf, precursor to United Arab Emirates	en	Q3024240	historical country	1820-01-08T00:00:00Z	1971-12-02T00:00:00Z	(1820-1971)	19th-20th	True	Point(54.0 23.783333333)	False		https://en.wikipedia.org/wiki/Trucial_States	en	True	Trucial States	5	wikidata
Q18524206	Kingdom of Tallo	kingdom	en	Q3024240	historical country	1500-01-01T00:00:00Z	1856-01-01T00:00:00Z	(1500-1856)	15th-19th	True	Point(119.4372 -5.1214)	False		https://en.wikipedia.org/wiki/Kingdom_of_Tallo	en	False			
Q1853386	Mangkunegaran	princely state in Java, Indonesia	en	Q208500	principality	1757-01-01T00:00:00Z	1945-01-01T00:00:00Z	(1757-1945)	18th-20th	False		False		https://en.wikipedia.org/wiki/Mangkunegaran	en	False			
Q1854323	yamen	administrative office or residence of a bureaucrat responsible for accepting disputes, investigating criminal cases in imperial China; Joseon government offices	en							False		False		https://en.wikipedia.org/wiki/Yamen	en	False			
Q185488	Volga Bulgaria	600s–1200s Bulgar state on the Volga River	en	Q3024240	historical country	0601-01-01T00:00:00Z	1240-01-01T00:00:00Z	(601-1240)	7th-13th	True	Point(49.033333333 54.966666666)	False		https://en.wikipedia.org/wiki/Volga_Bulgaria	en	True	Volga Bulgaria	4	wikidata
Q1855083	Orchomenus	ancient Greek city-state of Arcadia	en	Q148837|Q15661340|Q839954	ancient city|archaeological site|polis					True	Point(22.314403 37.725676)|Point(22.315266 37.72473)	False		https://en.wikipedia.org/wiki/Orchomenus_(Arcadia)	en	False			
Q185682	French Indochina	federal state in Southeast Asia	en	Q133156|Q3024240|Q43702	colony|federation|historical country	1887-01-01T00:00:00Z	1954-01-01T00:00:00Z	(1887-1954)	19th-20th	True	Point(105.85 21.033333333)	False		https://en.wikipedia.org/wiki/French_Indochina	en	True	French Indochina	29	wikidata
Q18608788	Ghurid Empire	medieval Tajik empire	en	Q12759805|Q3024240	historical country|sultanate	0786-01-01T00:00:00Z	1215-01-01T00:00:00Z	(786-1215)	8th-13th	False		False		https://hr.wikipedia.org/wiki/Guridsko_Carstvo	hr	False			
Q186096	Tsardom of Russia	Russian state from 1547 to 1721	en	Q3024240	historical country	1547-01-01T00:00:00Z	1721-11-02T00:00:00Z	(1547-1721)	16th-18th	True	Point(37.6175 55.750555555)	False		https://en.wikipedia.org/wiki/Tsardom_of_Russia	en	True	Tsardom of Russia	35	wikidata
Q1862138	Basra Vilayet	Ottoman province	en	Q1462047	vilayet	1884-01-01T00:00:00Z		(1884-?)	19th	True	Point(47.816666666 30.5)	False		https://en.wikipedia.org/wiki/Basra_vilayet	en	False			
Q186320	Grand Duchy of Baden	German grand duchy (1806-1918)	en	Q107390|Q113136497|Q165116|Q26879769|Q3024240	federated state|grand duchy|historical country|state in the Confederation of the Rhine|state of the German Confederation 1815–1848 & 1850–1866	1806-07-12T00:00:00Z	1918-01-01T00:00:00Z	(1806-1918)	19th-20th	True	Point(8.4 49.01666667)	False		https://en.wikipedia.org/wiki/Grand_Duchy_of_Baden	en	True	Grand Duchy of Baden	10	wikidata
Q18648857	Landi State	Italian historical country	en	Q3024240	historical country	1257-01-01T00:00:00Z	1682-01-01T00:00:00Z	(1257-1682)	13th-17th	False		False		https://en.wikipedia.org/wiki/Landi_State	en	False			
Q186513	Hispania	Roman province (218 BC - 472 AD)	en	Q11514315|Q1620908|Q182547|Q2221906|Q24457356	Roman province|geographic location|historical period|historical region|historiographical concept					True	Point(-4.35 40.21)	False		https://en.wikipedia.org/wiki/Hispania	en	False			
Q1865132	Aden Protectorate	1869-1969 UK possession on the Arab Peninsula	en	Q164142|Q3024240	historical country|protectorate	1869-01-01T00:00:00Z	1963-01-18T00:00:00Z	(1869-1963)	19th-20th	False		False		https://en.wikipedia.org/wiki/Aden_Protectorate	en	False			
Q186537	Khanate of Qazan	former country	en	Q3024240	historical country	1438-01-01T00:00:00Z	1552-01-01T00:00:00Z	(1438-1552)	15th-16th	True	Point(49.15 55.78333333)	False		https://en.wikipedia.org/wiki/Khanate_of_Kazan	en	True	Khanate of Kazan	5	wikidata
Q18677875	Normandy	region of France	en	Q36784	region of France	2016-01-01T00:00:00Z		(2016-?)	21st	True	Point(-0.35 49.183333333)	True	http://commons.wikimedia.org/data/main/Data:France/Region/Normandie.map	https://en.wikipedia.org/wiki/Normandy_(administrative_region)	en	False			
Q1867844	March of Tuscany	Italian mark	en	Q26830017	state in the Holy Roman Empire	0846-01-01T00:00:00Z	1197-01-01T00:00:00Z	(846-1197)	9th-12th	True	Point(10.516666666 43.85)	False		https://en.wikipedia.org/wiki/March_of_Tuscany	en	False			
Q187027	Kos	Greek island	en	Q23442	island					True	Point(27.110277777 36.815277777)|Point(27.290468 36.89589)	False		https://en.wikipedia.org/wiki/Kos	en	False			
Q187035	Principality of Albania	1914-1925 monarchy in Europe, predecessor of modern Albania	en	Q3024240	historical country	1914-02-21T00:00:00Z	1925-01-31T00:00:00Z	(1914-1925)	20th	False		False		https://en.wikipedia.org/wiki/Principality_of_Albania	en	False			
Q187471	Ithaca	Greek island in the Ionian Sea	en	Q148837|Q23442	island|polis					True	Point(20.666666666 38.416666666)	False		https://en.wikipedia.org/wiki/Ithaca_(island)	en	False			
Q187570	Boeotia	historical region in Central Greece	en	Q1620908	historical region					True	Point(22.5333 38.9)	False		https://ca.wikipedia.org/wiki/Be%C3%B2cia	ca	False			
Q18761546	Argos	fictional country	en	Q1145276	fictional country					False		False		https://es.wikipedia.org/wiki/Argos_(Era_Hiboria)	es	False			
Q18761625	Afghulistan	fictional country	en	Q1145276	fictional country					False		False				False			
Q187684	Despotate of Epirus	former country	en	Q1371288|Q3024240	historical country|vassal state	1205-01-01T00:00:00Z	1479-01-01T00:00:00Z	(1205-1479)	13th-15th	False		False		https://en.wikipedia.org/wiki/Despotate_of_Epirus	en	True	Despotate of Epirus	21	wikidata
Q1877267	Morrowland	fictional island	en	Q1145276|Q6619693	fictional country|fictional island					False		False		https://de.wikipedia.org/wiki/Lummerland	de	False			
Q1878885	Mayene	fictional country from The Wheel of Time	en	Q1145276	fictional country					False		False		https://bs.wikipedia.org/wiki/Majen	bs	False			
Q187897	Tolteca	pre-columbian civilization in Tula, Hidalgo, Mexico	en	Q103817	indigenous people					False		False		https://en.wikipedia.org/wiki/Toltec	en	True	Toltec	3	wikidata
Q188096	Penang	Malaysian state	en	Q15063586	state of Malaysia	1786-01-01T00:00:00Z		(1786-?)	18th	True	Point(100.365 5.4025)	True	http://commons.wikimedia.org/data/main/Data:Malaysia/Pulau+Pinang.map	https://en.wikipedia.org/wiki/Penang	en	False			
Q188161	Dutch East Indies	Dutch colony in Southeast Asia and Oceania (1800–1949)	en	Q3024240	historical country	1800-01-01T00:00:00Z	1949-12-27T00:00:00Z	(1800-1949)	18th-20th	True	Point(120.0 -5.0)	False		https://en.wikipedia.org/wiki/Dutch_East_Indies	en	True	Dutch East Indies	36	wikidata
Q18823111	Myndus	ancient city of Caria in modern-day Turkey	en	Q148837|Q486972|Q839954	archaeological site|human settlement|polis					True	Point(27.228055555 37.054722222)|Point(27.229636 37.056359)	False		https://en.wikipedia.org/wiki/Myndus	en	False			
Q188353	Welsh people	nation and ethnic group native to Wales	en	Q231002|Q41710|Q6266	ethnic group|nation|nationality					False		False		https://en.wikipedia.org/wiki/Welsh_people	en	False			
Q188553	Batavian Republic	republic of the Netherlands in Western Europe between 1795–1806	en	Q3024240	historical country	1795-01-19T00:00:00Z	1806-06-05T00:00:00Z	(1795-1806)	18th-19th	True	Point(4.313611111 52.079166666)	False		https://en.wikipedia.org/wiki/Batavian_Republic	en	True	(Batavian Republic)|Batavian Republic	12	wikidata
Q188586	Kingdom of Sicily	former state in southern Italy, 1130–1816	en	Q3024240	historical country	1130-01-01T00:00:00Z	1816-01-01T00:00:00Z	(1130-1816)	12th-19th	True	Point(16.078888888 38.591944444)	False		https://en.wikipedia.org/wiki/Kingdom_of_Sicily	en	True	Kingdom of Sicily	8	wikidata
Q1886032	Van Xuan	6th-century kingdom in northern Vietnam under the Ly Dynasty	en	Q3024240	historical country	0544-01-01T00:00:00Z	0603-01-01T00:00:00Z	(544-603)	6th-7th	False		False		https://lt.wikipedia.org/wiki/Van%C5%A1uanas	lt	False			
Q188650	Lusitania	Roman province in Hispania (27 BC - c.410 AD)	en	Q182547	Roman province	0027-01-01T00:00:00Z	0409-01-01T00:00:00Z	(27-409)	1st-5th	True	Point(-7.2181 38.7689)	False		https://en.wikipedia.org/wiki/Lusitania	en	False			
Q188712	Empire of Japan	Empire in the Asia-Pacific region from 1868 to 1947	en	Q3024240	historical country	1868-01-03T00:00:00Z	1947-05-03T00:00:00Z	(1868-1947)	19th-20th	True	Point(139.752777777 35.6825)	False		https://en.wikipedia.org/wiki/Empire_of_Japan	en	True	Empire of Japan|Japan	30	wikidata
Q188736	Bosnia	historical country in central Europe	en	Q135323316|Q3024240|Q6256	abbreviated form|country|historical country					True	Point(17.78 44.16)	False		https://en.wikipedia.org/wiki/Bosnia_(region)	en	False			
Q188810	Emirate of Sharjah	one of the seven emirates of the United Arab Emirates	en	Q19833031	emirate of the United Arab Emirates	1613-01-01T00:00:00Z		(1613-?)	17th	True	Point(55.433055555 25.35)	True	http://commons.wikimedia.org/data/main/Data:United+Arab+Emirates/Sharjah.map	https://en.wikipedia.org/wiki/Emirate_of_Sharjah	en	False			
Q188836	Xiongnu	Ancient Chinese empire in Northern Asia	en	Q3024240|Q41710|Q4204501	ethnic group|historical country|historical ethnic group	-0300-01-01T00:00:00Z	0500-01-01T00:00:00Z	(-300-500)	3rd BCE-5th	True	Point(105.0 48.0)	False		https://en.wikipedia.org/wiki/Xiongnu	en	True	Southern Xiongnu|Xiongnu	27	wikidata
Q188947	Kedah	state of Malaysia	en	Q15063586	state of Malaysia					True	Point(100.362777777 6.128333333)	True	http://commons.wikimedia.org/data/main/Data:Malaysia/Kedah.map	https://en.wikipedia.org/wiki/Kedah	en	False			
Q188953	Perak	Malaysian state	en	Q15063586	state of Malaysia					True	Point(101.0 4.75)	True	http://commons.wikimedia.org/data/main/Data:Malaysia/Perak.map	https://en.wikipedia.org/wiki/Perak	en	False			
Q1892770	North Wales	geographical region of Wales	en	Q15042037|Q82794	region|statistical territorial entity					True	Point(-3.659 52.937)	False		https://en.wikipedia.org/wiki/North_Wales	en	False			
Q189326	Qajar dynasty	Iranian royal dynasty (1796–1925)	en	Q164950	dynasty	1785-01-01T00:00:00Z	1925-12-12T00:00:00Z	(1785-1925)	18th-20th	False		False		https://en.wikipedia.org/wiki/Qajar_dynasty	en	True	Qajar Dynasty	27	wikidata
Q189545	Zengid dynasty	Oghuz Turk dynasty 1127-1250, founded by Imad ad-Din Zengi	en	Q164950|Q3024240	dynasty|historical country	1127-01-01T00:00:00Z	1250-01-01T00:00:00Z	(1127-1250)	12th-13th	False		False		https://en.wikipedia.org/wiki/Zengid_dynasty	en	True	Zengid dynasty	9	wikidata
Q189701	Terengganu	Malaysian state	en	Q15063586	state of Malaysia	1724-01-01T00:00:00Z		(1724-?)	18th	True	Point(103.0 4.75)	True	http://commons.wikimedia.org/data/main/Data:Malaysia/Trengganu.map	https://en.wikipedia.org/wiki/Terengganu	en	False			
Q189710	Selangor	state of Malaysia	en	Q15063586	state of Malaysia	1895-01-01T00:00:00Z		(1895-?)	19th	True	Point(101.5 3.333333333)	True	http://commons.wikimedia.org/data/main/Data:Malaysia/Selangor.map	https://en.wikipedia.org/wiki/Selangor	en	False			
Q189988	Central African Empire	former country	en	Q3024240	historical country	1976-12-04T00:00:00Z	1979-09-20T00:00:00Z	(1976-1979)	20th	True	Point(20.9 6.7)	False		https://en.wikipedia.org/wiki/Central_African_Empire	en	False			
Q190025	Federal Republic of Central America	former country in Central America (1823–1839/1841)	en	Q3024240	historical country	1823-07-01T00:00:00Z	1841-01-30T00:00:00Z	(1823-1841)	19th	True	Point(-89.191388888 13.698888888)|Point(-90.516666666 14.616666666)	False		https://en.wikipedia.org/wiki/Federal_Republic_of_Central_America	en	True	United Provinces of Central America	3	wikidata
Q19002687	Brokilon	fictional forest from the Witcher series	en	Q1145276|Q16363493	fictional country|fictional forest					False		False		https://pl.wikipedia.org/wiki/Brokilon	pl	False			
Q1900716	Margraviate Hachberg-Sausenberg	member state of the Holy Roman Empire	en	Q3024240	historical country	1306-01-01T00:00:00Z	1503-01-01T00:00:00Z	(1306-1503)	14th-16th	False		False		https://bg.wikipedia.org/wiki/%D0%A5%D0%B0%D1%85%D0%B1%D0%B5%D1%80%D0%B3-%D0%97%D0%B0%D1%83%D0%B7%D0%B5%D0%BD%D0%B1%D0%B5%D1%80%D0%B3	bg	False			
Q1900717	Margraviate of Brandenburg-Küstrin	historical imperial principality, secondary dynasty of the Hohenzollerns	en	Q26830017|Q3024240	historical country|state in the Holy Roman Empire	1535-01-01T00:00:00Z	1571-01-01T00:00:00Z	(1535-1571)	16th	False		False		https://bg.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80%D0%BA%D0%B3%D1%80%D0%B0%D1%84%D1%81%D1%82%D0%B2%D0%BE_%D0%91%D1%80%D0%B0%D0%BD%D0%B4%D0%B5%D0%BD%D0%B1%D1%83%D1%80%D0%B3-%D0%9A%D1%8E%D1%81%D1%82%D1%80%D0%B8%D0%BD	bg	False			
Q1901211	East Malaysia	part of Malaysia located on the island of Borneo	en	Q4835091	territory					True	Point(114.0 3.0)	False		https://en.wikipedia.org/wiki/East_Malaysia	en	False			
Q190131	Saladin Governorate	governorate of Iraq	en	Q841753	governorate of Iraq					True	Point(43.583333333 34.45)	True	http://commons.wikimedia.org/data/main/Data:Iraq/Sala+ad-Din.map	https://en.wikipedia.org/wiki/Saladin_Governorate	en	False			
Q190138	Lefkada	Greek island in the Ionian Sea	en	Q148837|Q23442	island|polis					True	Point(20.643889 38.717778)|Point(20.713116 38.807342)	False		https://en.wikipedia.org/wiki/Lefkada	en	False			
Q190216	Laconia prefecture	prefecture of Greece (until 2011)	en	Q19953632|Q202595	former administrative territorial entity|prefecture of Greece					True	Point(22.5 37.0)	False		https://en.wikipedia.org/wiki/Laconia_Prefecture	en	False			
Q190513	Siberian Khanate	Turkic Khanate located in southwestern Siberia with a Turco-Mongol ruling class	en	Q3024240	historical country	1490-01-01T00:00:00Z	1598-01-01T00:00:00Z	(1490-1598)	15th-16th	True	Point(67.116111111 57.509444444)	False		https://en.wikipedia.org/wiki/Khanate_of_Sibir	en	True	Khanate of Sibir	11	wikidata
Q190636	Centrocaspian Dictatorship	provisional government in Azerbaijan	en	Q3024240	historical country	1918-01-01T00:00:00Z	1918-01-01T00:00:00Z	(1918-1918)	20th	True	Point(49.835183 40.366656)	False		https://en.wikipedia.org/wiki/Centrocaspian_Dictatorship	en	False			
Q191077	Kingdom of Yugoslavia	the official name of Yugoslavia during the period of 1929–1941 (de facto)/1945 (de jure)	en	Q3024240	historical country	1929-10-03T00:00:00Z	1945-11-29T00:00:00Z	(1929-1945)	20th	True	Point(20.463055555 44.809722222)	False		https://en.wikipedia.org/wiki/Kingdom_of_Yugoslavia	en	False			
Q191082	Aegina	Greek island of the Saronic Gulf	en	Q23442	island					True	Point(23.49 37.73)	False		https://en.wikipedia.org/wiki/Aegina	en	False			
Q191085	Gascony	former French territory	en	Q12949943|Q209495|Q3502482	cultural region|historical province of France|regions of  Occitania		1063-01-01T00:00:00Z	(?-1063)	11th	True	Point(-0.5 44.0)	False		https://en.wikipedia.org/wiki/Gascony	en	False			
Q191324	Middle Kingdom of Egypt	period in the history of ancient Egypt between about 2000 BC and 1700 BC	en	Q11514315|Q3024240|Q6428674	era|historical country|historical period	-2039-01-01T00:00:00Z	-1781-01-01T00:00:00Z	(-2039--1781)	21st BCE-18th BCE	True	Point(32.610278 25.720556)	False		https://en.wikipedia.org/wiki/Middle_Kingdom_of_Egypt	en	True	Middle Kingdom of Egypt	3	wikidata
Q191346	Pahang	Malaysian state	en	Q15063586	state of Malaysia					True	Point(102.5 3.75)	True	http://commons.wikimedia.org/data/main/Data:Malaysia/Pahang.map	https://en.wikipedia.org/wiki/Pahang	en	False			
Q191369	Ugarit	ancient port city in northern Syria	en	Q1063239|Q11042|Q133442|Q15661340|Q3024240|Q3241965	ancient city|city-state|culture|historical country|polity|tributary state	-6000-01-01T00:00:00Z	-1190-01-01T00:00:00Z	(-6000--1190)	60th BCE-12th BCE	True	Point(35.785556 35.601944)	False		https://en.wikipedia.org/wiki/Ugarit	en	False			
Q1917014	County of Sicily	Norman state comprising the islands of Sicily and Malta and part of Calabria from 1071 until 1130	en	Q3024240|Q353344	countship|historical country	1071-01-01T00:00:00Z	1130-01-01T00:00:00Z	(1071-1130)	11th-12th	True	Point(13.35 38.116666666)	False		https://en.wikipedia.org/wiki/County_of_Sicily	en	False			
Q1920525	Mengujekids	Anatolian Turkoman Dynasty	en	Q164950	dynasty	1072-01-01T00:00:00Z	1277-01-01T00:00:00Z	(1072-1277)	11th-13th	False		False		https://en.wikipedia.org/wiki/House_of_Meng%C3%BCjek	en	False			
Q192180	Latvian Soviet Socialist Republic	republic of the Soviet Union (1940-1991)	en	Q236036	republic of the Soviet Union	1940-08-05T00:00:00Z	1990-05-04T00:00:00Z	(1940-1990)	20th	True	Point(24.1025 56.958055555)	False		https://en.wikipedia.org/wiki/Latvian_Soviet_Socialist_Republic	en	False			
Q1923401	Dzungar Khanate	Oirat Mongolian Khanate based in Dzungaria from 1634–1758, referred as the Last great Nomadic empire	en	Q3024240	historical country	1634-01-01T00:00:00Z	1758-01-01T00:00:00Z	(1634-1758)	17th-18th	True	Point(81.3 43.9)	False		https://en.wikipedia.org/wiki/Dzungar_Khanate	en	True	Dzungar Khanate	11	wikidata
Q1923781	Albanian Republic	1925-1928 sovereign state in Europe, predecessor of modern Albania	en	Q3024240|Q7270	historical country|republic	1925-01-31T00:00:00Z	1928-09-01T00:00:00Z	(1925-1928)	20th	True	Point(20.0 41.0)	False		https://en.wikipedia.org/wiki/Albanian_Republic_(1925%E2%80%931928)	en	False			
Q192435	Tripolitania	historic region and former province of Libya	en	Q1620908|Q2113720|Q3502482|Q7252591|Q82794	cultural region|historical region|province of Libya|region|tripolis					True	Point(13.183333 32.9)	False		https://en.wikipedia.org/wiki/Tripolitania	en	False			
Q1926064	Republic of Mountainous Armenia	Unrecognized state in Caucasia	en	Q3024240	historical country	1921-04-26T00:00:00Z	1921-07-13T00:00:00Z	(1921-1921)	20th	False		False		https://en.wikipedia.org/wiki/Republic_of_Mountainous_Armenia	en	False			
Q192980	Lamia	city in central Greece	en	Q148837|Q515	city|polis					True	Point(22.431111111 38.897222222)|Point(22.442593 38.902996)	False		https://en.wikipedia.org/wiki/Lamia_(city)	en	False			
Q193152	Great Moravia	9th-century Slavic state	en	Q3024240	historical country	0833-01-01T00:00:00Z	0907-01-01T00:00:00Z	(833-907)	9th-10th	True	Point(18.152819609 49.603402691)	False		https://en.wikipedia.org/wiki/Great_Moravia	en	True	Great Moravia	14	wikidata
Q193235	Delian League	Association of ancient Greek city-states under Athenian hegemony	en	Q170156|Q1778834	confederation|koinon	-0477-01-01T00:00:00Z	-0402-01-01T00:00:00Z	(-477--402)	5th BCE	False		False		https://en.wikipedia.org/wiki/Delian_League	en	False			
Q1933477	Khemed	fictional country in the comic series The Adventures of Tintin by Hergé	en	Q1145276	fictional country					False		False		https://en.wikipedia.org/wiki/Khemed	en	False			
Q19336869	County of Blois	historical province in the Kingdom of France	en	Q3024240|Q353344	countship|historical country	0500-01-01T00:00:00Z	1660-01-01T00:00:00Z	(500-1660)	5th-17th	False		False		https://en.wikipedia.org/wiki/County_of_Blois	en	True	County of Blôis	19	wikidata
Q193494	Afar Region	regional state of Ethiopia	en	Q1057504	region of Ethiopia					True	Point(41.416666666 11.816666666)	True	http://commons.wikimedia.org/data/main/Data:Ethiopia/Afar.map	https://en.wikipedia.org/wiki/Afar_Region	en	False			
Q1935879	Strašice	village in Rokycany District of Plzeň region	en	Q5153359	municipality of the Czech Republic					True	Point(13.757600188 49.735610015)	True	http://commons.wikimedia.org/data/main/Data:Map+of+Stra%C5%A1ice,+Rokycany+District.map	https://en.wikipedia.org/wiki/Stra%C5%A1ice	en	False			
Q1936158	Minyue	Ancient kingdom in current southern China	en	Q3024240	historical country	-0333-01-01T00:00:00Z	-0109-01-01T00:00:00Z	(-333--109)	4th BCE-2nd BCE	False		False		https://en.wikipedia.org/wiki/Minyue	en	True	Minyue|Yue	13	wikidata
Q193619	Union of South Africa	state in southern Africa from 1910 to 1961, predecessor to the Republic of South Africa	en	Q223832|Q3024240	dominion of the British Empire|historical country	1910-05-31T00:00:00Z	1961-05-31T00:00:00Z	(1910-1961)	20th	True	Point(24.0 -29.0)	False		https://en.wikipedia.org/wiki/Union_of_South_Africa	en	False			
Q193714	Mandatory Palestine	League of Nations Mandate in the Middle East under British administration (1920–1948)	en	Q2577883|Q426759|Q4835091	League of Nations mandate|occupied territory|territory	1920-07-01T00:00:00Z	1948-05-14T00:00:00Z	(1920-1948)	20th	True	Point(35.236666666 31.754444444)	False		https://en.wikipedia.org/wiki/Mandatory_Palestine	en	False			
Q1945565	County of Zeeland	country of the Holy Roman Empire	en	Q26830017|Q3024240|Q353344	countship|historical country|state in the Holy Roman Empire	1012-01-01T00:00:00Z	1795-01-01T00:00:00Z	(1012-1795)	11th-18th	True	Point(3.833333333 51.666666666)	False		https://en.wikipedia.org/wiki/County_of_Zeeland	en	False			
Q1947581	New Castile	historic region of Spain	en	Q104117291	region of Spain	1833-01-01T00:00:00Z	1982-01-01T00:00:00Z	(1833-1982)	19th-20th	True	Point(-3.05 39.8)	False		https://en.wikipedia.org/wiki/New_Castile_(Spain)	en	False			
Q194810	Atarneus	ancient city of Ionia, in modern-day Turkey	en	Q148837|Q15661340|Q839954	ancient city|archaeological site|polis					True	Point(26.92131 39.091358)|Point(26.927974 39.093987)	False		https://en.wikipedia.org/wiki/Atarneus	en	False			
Q1948326	County of Cilli			Q353344	countship	1341-01-01T00:00:00Z	1456-01-01T00:00:00Z	(1341-1456)	14th-15th	False		False		https://en.wikipedia.org/wiki/County_of_Cilli	en	False			
Q1951652	Lamu County	county in Kenya	en	Q269218	county of Kenya	2013-03-04T00:00:00Z		(2013-?)	21st	True	Point(40.7 -2.3)	False		https://en.wikipedia.org/wiki/Lamu_County	en	False			
Q19545518	Lordship of Ferrara	État historique (1209-1471)	fr	Q3024240|Q914425	historical country|signoria	1209-01-01T00:00:00Z	1471-01-01T00:00:00Z	(1209-1471)	13th-15th	False		False		https://el.wikipedia.org/wiki/%CE%97%CE%B3%CE%B5%CE%BC%CE%BF%CE%BD%CE%AF%CE%B1_%CF%84%CE%B7%CF%82_%CE%A6%CE%B5%CF%81%CF%81%CE%AC%CF%81%CE%B1	el	False			
Q1955201	Oji-Cree	North American indigenous people	en	Q41710	ethnic group					False		False		https://en.wikipedia.org/wiki/Oji-Cree	en	False			
Q1956640	Anishinaabe	Indigenous ethnic groups of North America	en	Q41710	ethnic group					False		False		https://en.wikipedia.org/wiki/Anishinaabe	en	False			
Q19569014	Talpur dynasty	rulers of Pakistan	en			1783-01-01T00:00:00Z		(1783-?)	18th	False		False		https://en.wikipedia.org/wiki/Talpur_dynasty	en	True	Talpur Dynasty	15	wikidata
Q195972	Kingdom of Kartli	late medieval monarchy in the Caucasus	en	Q1371288|Q3024240|Q417175	historical country|kingdom|vassal state	1466-01-01T00:00:00Z	1762-01-01T00:00:00Z	(1466-1762)	15th-18th	True	Point(44.7925 41.7225)	False		https://en.wikipedia.org/wiki/Kingdom_of_Kartli	en	True	Kingdom of Kartli	3	wikidata
Q1965597	Anuradhapura Kingdom	ancient Sinhalese kingdom	en	Q1250464|Q3024240	historical country|realm	-0376-01-01T00:00:00Z	1017-01-01T00:00:00Z	(-376-1017)	4th BCE-11th	True	Point(80.383611 8.35)	False		https://en.wikipedia.org/wiki/Anuradhapura_kingdom	en	False			
Q1967380	Principality of Beloozero	Medieval Russian principality	en	Q1250464|Q208500	principality|realm	1238-01-01T00:00:00Z	1485-01-01T00:00:00Z	(1238-1485)	13th-15th	True	Point(37.8333 60.0)	False		https://en.wikipedia.org/wiki/Principality_of_Beloozero	en	True	Principality of Beloozero	2	wikidata
Q1968654	Beylik of Saruhan	Anatolian beylik	en	Q3024240	historical country	1313-01-01T00:00:00Z	1412-01-01T00:00:00Z	(1313-1412)	14th-15th	True	Point(27.422222222 38.630555555)	False		https://en.wikipedia.org/wiki/Sarukhanids	en	True	Beylik of Saruhan|Han	12	wikidata
Q197430	Zhao	one of the states in ancient China's Warring States period	en	Q836688	ancient Chinese state	-0402-01-01T00:00:00Z	-0221-01-01T00:00:00Z	(-402--221)	5th BCE-3rd BCE	False		False		https://en.wikipedia.org/wiki/Zhao_(state)	en	True	Former Zhao|Zhao	10	wikipedia_title
Q197598	Zheng	Zhou Dynasty Chinese vassal state (806–375 BC)	en	Q10904438|Q836688	Twelve Vassals|ancient Chinese state	-0805-01-01T00:00:00Z	-0374-01-01T00:00:00Z	(-805--374)	9th BCE-4th BCE	False		False		https://en.wikipedia.org/wiki/Zheng_(state)	en	True	Zheng	4	wikidata
Q1977088	Sealand	historic region of Mesopotamia	en	Q3024240	historical country					False		False		https://en.wikipedia.org/wiki/Sealand_(Mesopotamia)	en	False			
Q197913	Zhongshan	former country	en	Q3024240	historical country		-0295-01-01T00:00:00Z	(?--295)	3rd BCE	True	Point(114.285638888 38.327166666)	False		https://en.wikipedia.org/wiki/Zhongshan_(state)	en	False			
